,segment,H,L
0,1256665088,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256665088-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256665088-4096.hdf5
1,1256689664,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256689664-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256689664-4096.hdf5
2,1256693760,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256693760-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256693760-4096.hdf5
3,1256697856,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256697856-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256697856-4096.hdf5
4,1256714240,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256714240-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256714240-4096.hdf5
5,1256718336,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256718336-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256718336-4096.hdf5
6,1256722432,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256722432-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256722432-4096.hdf5
7,1256726528,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256726528-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256726528-4096.hdf5
8,1256730624,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256730624-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256730624-4096.hdf5
9,1256734720,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256734720-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256734720-4096.hdf5
10,1256738816,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256738816-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256738816-4096.hdf5
11,1256775680,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256775680-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256775680-4096.hdf5
12,1256779776,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256779776-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256779776-4096.hdf5
13,1256783872,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256783872-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256783872-4096.hdf5
14,1256787968,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256787968-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256787968-4096.hdf5
15,1256792064,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256792064-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256792064-4096.hdf5
16,1256812544,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256812544-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256812544-4096.hdf5
17,1256816640,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256816640-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256816640-4096.hdf5
18,1256828928,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256828928-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256828928-4096.hdf5
19,1256878080,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256878080-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256878080-4096.hdf5
20,1256882176,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256882176-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256882176-4096.hdf5
21,1256894464,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256894464-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256894464-4096.hdf5
22,1256898560,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256898560-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256898560-4096.hdf5
23,1256984576,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256984576-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256984576-4096.hdf5
24,1256988672,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256988672-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256988672-4096.hdf5
25,1256992768,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256992768-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256992768-4096.hdf5
26,1256996864,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1256996864-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1256996864-4096.hdf5
27,1257029632,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257029632-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257029632-4096.hdf5
28,1257033728,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257033728-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257033728-4096.hdf5
29,1257037824,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257037824-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257037824-4096.hdf5
30,1257041920,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257041920-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257041920-4096.hdf5
31,1257046016,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257046016-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257046016-4096.hdf5
32,1257050112,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257050112-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257050112-4096.hdf5
33,1257054208,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257054208-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257054208-4096.hdf5
34,1257058304,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257058304-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257058304-4096.hdf5
35,1257062400,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257062400-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257062400-4096.hdf5
36,1257066496,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257066496-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257066496-4096.hdf5
37,1257086976,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257086976-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257086976-4096.hdf5
38,1257091072,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257091072-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257091072-4096.hdf5
39,1257095168,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257095168-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257095168-4096.hdf5
40,1257099264,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257099264-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257099264-4096.hdf5
41,1257103360,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257103360-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257103360-4096.hdf5
42,1257127936,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257127936-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257127936-4096.hdf5
43,1257132032,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257132032-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257132032-4096.hdf5
44,1257136128,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257136128-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257136128-4096.hdf5
45,1257140224,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257140224-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257140224-4096.hdf5
46,1257144320,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257144320-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257144320-4096.hdf5
47,1257152512,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257152512-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257152512-4096.hdf5
48,1257160704,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257160704-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257160704-4096.hdf5
49,1257164800,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257164800-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257164800-4096.hdf5
50,1257172992,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257172992-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257172992-4096.hdf5
51,1257226240,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/H-H1_GWOSC_O3b_4KHZ_R1-1257226240-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1256194048/L-L1_GWOSC_O3b_4KHZ_R1-1257226240-4096.hdf5
52,1257259008,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257259008-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257259008-4096.hdf5
53,1257263104,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257263104-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257263104-4096.hdf5
54,1257267200,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257267200-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257267200-4096.hdf5
55,1257275392,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257275392-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257275392-4096.hdf5
56,1257279488,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257279488-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257279488-4096.hdf5
57,1257283584,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257283584-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257283584-4096.hdf5
58,1257308160,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257308160-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257308160-4096.hdf5
59,1257312256,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257312256-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257312256-4096.hdf5
60,1257316352,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257316352-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257316352-4096.hdf5
61,1257361408,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257361408-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257361408-4096.hdf5
62,1257365504,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257365504-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257365504-4096.hdf5
63,1257369600,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257369600-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257369600-4096.hdf5
64,1257373696,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257373696-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257373696-4096.hdf5
65,1257398272,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257398272-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257398272-4096.hdf5
66,1257422848,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257422848-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257422848-4096.hdf5
67,1257426944,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257426944-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257426944-4096.hdf5
68,1257431040,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257431040-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257431040-4096.hdf5
69,1257435136,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257435136-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257435136-4096.hdf5
70,1257439232,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257439232-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257439232-4096.hdf5
71,1257443328,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257443328-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257443328-4096.hdf5
72,1257455616,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257455616-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257455616-4096.hdf5
73,1257459712,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257459712-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257459712-4096.hdf5
74,1257467904,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257467904-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257467904-4096.hdf5
75,1257472000,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257472000-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257472000-4096.hdf5
76,1257476096,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257476096-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257476096-4096.hdf5
77,1257480192,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257480192-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257480192-4096.hdf5
78,1257484288,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257484288-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257484288-4096.hdf5
79,1257488384,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257488384-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257488384-4096.hdf5
80,1257492480,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257492480-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257492480-4096.hdf5
81,1257533440,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257533440-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257533440-4096.hdf5
82,1257537536,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257537536-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257537536-4096.hdf5
83,1257562112,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257562112-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257562112-4096.hdf5
84,1257566208,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257566208-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257566208-4096.hdf5
85,1257644032,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257644032-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257644032-4096.hdf5
86,1257648128,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257648128-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257648128-4096.hdf5
87,1257652224,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257652224-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257652224-4096.hdf5
88,1257660416,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257660416-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257660416-4096.hdf5
89,1257664512,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257664512-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257664512-4096.hdf5
90,1257668608,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/H-H1_GWOSC_O3b_4KHZ_R1-1257668608-4096.hdf5,https://www.gw-openscience.org/archive/data/O3b_4KHZ_R1/1257242624/L-L1_GWOSC_O3b_4KHZ_R1-1257668608-4096.hdf5
